poet,title,dynasty,text,polarity,split
刘克庄,跋张敞画眉图,宋,列岫新眉淡复浓黛螺百斛不堪供回头却笑张京兆只扫闺中两点峰,Neutral,test
寇准,微凉,宋,高桐深密间幽篁乳燕声稀夏日长独坐水亭风满袖世间清景是微凉,Implicit Positive,train
白居易,夜题玉泉,唐,遇客多言爱山水逢僧尽道厌嚣尘玉泉潭畔松间宿要且经年无一人,Neutral,test
刘克庄,寿昌,宋,山路泥深雪未乾病身初怕浙西寒新年台历无人寄且就村翁壁上看,Implicit Negative,train
李之仪,题郭熙画扇,宋,袅袅凉风八月初试挥椽笔写江湖还家预想迎门喜争问今年得意无,Implicit Positive,train
文天祥,哭尹玉,宋,团练濠州庙赣川官其二子赐良田西台捕逐多亡将还有焚黄到墓前,Implicit Negative,test
陈轩,苍玉亭,宋,我爱汀州好山川秀所钟阁前横潏水亭畔列奇松,Implicit Positive,train
饶节,虞姬墓,宋,风悲月黑楚歌闻泣下虞兮夜未分千骑星飞向前死不知谁为闭荒坟,Negative,train
顾璘,题宜男便面寄朱铭甫二首,明,宜男照耀后庭春笑杂兰芽揷鬓唇良夜绣帷传吉梦双双抱送玉麒麟,Positive,train
赵孟坚,买砚碑,宋,恰在贳金醉砚直又逢古洛蔡公碑摩挲不忍教他去笑杀典衣偿直时,Neutral,train
释重显,送中座主入广,宋,舶主船中寄惠持云霞无迹共依依海山见说多嘉赏莫便因循忘却归,Neutral,train
岑参,寄韩樽,唐,夫子素多疾别来未得书北庭苦寒地体内今何如,Implicit Negative,test
陆游,秋兴十二首,宋,樵客高僧两断蓬偶同烟榜泛秋风栖贤雪夜匆匆别岂意相逢在剡中,Implicit Positive,train
寇准,江上送别,宋,浪叠春江远树微落花风雨共凄凄愁人此际肠须断况是登临更送归,Implicit Negative,train
王安石,咏谷,宋,可怜台上谷转目已阴繁不解诗人意何为乐彼园,Neutral,train
释宝昙,花笑,宋,爱花无处奈花羞著个东风好諢休不是笑花花自笑一春几日得迟留,Positive,test
陆游,书枕屏四首,宋,心若冰将释貌如儿未孩青城上官叟时入梦中来,Neutral,train
姚勉,题祥符寺,宋,山在云间几上梯最高缘有福王祠尚怜不及楼前木得见祥符极盛时,Neutral,train
陆游,书怀绝句五首,宋,不到天台三十年草庵犹记宿云边老僧晓出松门去手挈军持取涧泉,Neutral,train
宋白,宫词,宋,天玉风清北内闻东朝相庆册储君春坊晓奏元良瑞鸡戟门西现彩云,Implicit Positive,train
陆游,梅花绝句十首,宋,探春岁岁在天涯醉里题诗字半斜今日溪头还小饮冷官不禁看梅花,Implicit Positive,train
刘克庄,答陈璘司户,宋,丞相诗高妙诸孙亦复奇惠连康乐弟子美审言儿,Implicit Positive,test
辛弃疾,鹤鸣亭绝句四首,宋,清欢那复笑开口閒事长令闷破头更有不堪萧索处西风过了菊花秋,Negative,train
元好问,俳体雪香亭杂咏十二首,元,诗仙诗鬼不谩欺时事先教梦里知禁苑又经人物散荒凉台榭水流迟,Implicit Negative,train
乐雷发,与复古叔读横渠正蒙书,宋,惆怅枯株无晬盘云横太白梦魂寒半生骄吝如蜗缩自把西铭反覆看,Negative,train
屈大均,秦淮曲中词,明,傅寿清歌绝可怜活泉真岕善烹煎茶经写出人争购字比曹娥态更妍,Positive,train
刘克庄,跋潘岳悼亡一首,宋,长恨齐眉人已往可怜尊足者犹存乃知剑履图麟阁不似琴书隠鹿门,Negative,test
芹庵,寿运使,宋,白叟黄童喜色开诞辰喜遇福星来满城牵挽问衙探祝寿明晨荐几杯,Positive,train
陆游,初冬杂咏八首,宋,俗缘已断宁容续幽事虽多不厌增折简迎医看病鹿舂粳炊饭供游僧,Neutral,train
赵完璧,冬日过崔侍郎墓,明,残麟萧索半梅开潮咽悲风万古哀金盌玉鱼犹地下行人谁谒侍郎来,Implicit Negative,train
张耒,北堂斋居示秬秸,宋,穷腊贫家絺纻单可堪过雨夜堂寒屏除荤酒神应爽谈笑诗书乐未閒,Implicit Positive,test
白居易,琴酒,唐,耳根得听琴初畅心地忘机酒半酣若使启期兼解醉应言四乐不言三,Implicit Positive,train
刘子寰,贺郑枢齐,宋,已观瑚琏登宗庙未觉龙渊露颖铓好看和风将瑞露更飞紫电极青霜,Positive,train
吴师道,病起,元,单衣小立怯西风病骨诗愁冷淡中一片清秋在何处豆花篱落雨濛濛,Implicit Negative,train
李之仪,次韵东坡梅花十绝,宋,病馀憔悴拊空尊子细思量意却昏便觉阳和振枯槁不须方士致幽魂,Implicit Positive,train
赵蕃,喜雨投詹信州口号六首,宋,久晴政为收蚕麦好雨从今及稻禾试向诸生选何武要歌乐职颂中和,Positive,test
孙蕡,送翰林宋先生致仕归金华二十五首,明,祖考荣封宠数优君王亲为制词头临流好起云章阁高压清风八咏楼,Positive,test
刘克庄,土马村,宋,村墟薪湿米如金犹记来时腊雪深曾有小诗题岁月店荒无壁可追寻,Implicit Negative,train
范成大,戏书二首,宋,羣儿欺老少陵穷口燥唇乾发漫冲颠沛须臾犹执礼古来惟有一高共,Implicit Positive,train
杨万里,春尽夜坐三首,宋,病夫说病诉旁人它自开眉我自颦后有病夫看病句不须告诉亦沾巾,Implicit Negative,train
韩驹,题赵君发牧牛图,宋,王孙岂识田家趣妙画聊因好古收惟有野人开卷笑忆骑牛背下西畴,Implicit Positive,test
韦庄,晏起,唐,尔来中酒起常迟卧看南山改旧诗开户日高春寂寂数声啼鸟上花枝,Implicit Negative,train
武衍,恭谢庆成诗十阕,宋,乐奏仙韶进寿觥觚棱风细宝香清隔帘微见龙颜启缘是优人有笑声,Positive,test
姜夔,陈日华侍儿读书,宋,绎句寻章久未休花房日晏不梳头谁教郎主能多事乞与冥冥千古愁,Negative,train
元好问,黄华峪十绝句,元,团团石瓮琢青瑶仰面看云觉动摇谁著天瓢洒飞雨半空翻转玉龙腰,Neutral,test
刘才邵,立春内中帖子词,宋,飞霙顷报丰年庆天瑞由来应克诚喜见农祥已晨正将持嘉种奉亲耕,Positive,test
陈宓,闻海阳侄讣,宋,近来不得海阳书但见诸公论荐渠四十二年成夭阏慈兄岂是泽无馀,Implicit Negative,train
郑谷,牡丹,唐,画堂帘卷张清宴含香带雾情无限春风爱惜未放开柘枝鼓振红英绽,Implicit Positive,train
项安世,次韵答荆南王君行见寄七首,宋,太守风味今寒儒惠我佳句春华敷越中溪山犹可似太守好事天下无,Implicit Positive,train
白居易,自问,唐,依仁台废悲风晚履信池荒宿草春自问老身骑马出洛阳城里觅何人,Implicit Negative,train
贺知章,董孝子黯复仇,唐,十年心事苦惟为复恩仇两意既已尽碧山吾白头,Implicit Negative,train
杨冠卿,读亲征诏,宋,君王神武不恬兵气詟中原一扫平可笑西江喜归客便装行橐待还京,Positive,test
白居易,萧庶子相过,唐,半日停车马何人在白家慇勤萧庶子爱酒不嫌茶,Implicit Positive,test
丘逢甲,题叶婉仙女史古香阁集三首,淸,福慧双修竺落宫玉楼人去锦屏空翩翩独立人间世赢得香名饮粤中,Implicit Positive,test
黄庭坚,李宗古出示谢李道人苕帚杖从蒋彦回乞葬地二颂作二诗奉呈,宋,提携禅客扶衰杖断当姻家葬骨山因病废棋仍废酒鹧鸪鹦鹉伴清閒,Negative,train
白居易,寄生衣与微之因题封上,唐,浅色縠衫轻似雾纺花纱裤薄于云莫嫌轻薄但知著犹恐通州热杀君,Implicit Positive,train
范成大,枕上,宋,明月无声满屋梁梦馀分影上人床素娥脉脉翻愁寂付与风铃语夜长,Implicit Negative,train
刘克庄,少陵子,宋,骥子熊儿俱早慧可怜失教遂纷纷馿边鸡栅犹云可文选安能胜鲁论,Implicit Positive,train
刘克庄,循梅路口四首,宋,导吏仓忙乞调兵未应机动遣鸥惊传闻老子单车至惭愧偷儿让路行,Neutral,test
陈渊,次韵光祖避地眉溪十绝,宋,少年凭恃气方强肤理微邪未觉伤迨得病深无治法始知先甲是农黄,Implicit Negative,train
刘禹锡,荅杨八敬之绝句,唐,饱霜孤竹声偏切带火焦桐韵本悲今日知音一留听是君心事不平时,Implicit Negative,train
陆游,自咏二首,宋,食饮从来戒失时衣裘亦复要随宜老人最索调停处正在初寒与半饥,Implicit Negative,train
刘克庄,入浙,宋,浦城南畔只轻阴入浙方惊雪许深梅皜枫丹三百里笑人短幅写寒林,Implicit Positive,train
司马光,读颍公清风庥,宋,佳城郁郁必英灵幸有文章见典刑开卷未终双袖湿目前仿佛对渊庭,Implicit Positive,test
杨万里,丘母太硕人臧氏挽诗二首,宋,行乐潘慈母荣封卫硕人金花五色诰雨叶六番春,Positive,train
梅尧臣,依韵和徐元舆读寄内诗戏成,宋,鸳鸯同白首相得在中河水客莫惊笑云间比翼多,Implicit Positive,train
杨万里,贺皇太子九月四日生辰,宋,明河查上有仙翁犯月撞星到碧穹金阙东边银榜处大书天地长男宫,Positive,train
文天祥,叹世道第一百九十二,宋,古来遭丧乱丈夫多英雄悠悠委薄俗岂非吾道东,Implicit Negative,train
杨万里,解舟铜陵望淮山白云二首,宋,天惜淮山不惜银浑银砌起一长城淮山裹在银城里半出诸峰越样青,Implicit Positive,train
刘克庄,刺客,宋,不了一毫事空捐七尺躯陶惜其人没雄才以盗书,Negative,train
虞俦,和汉老弟雪中对梅,宋,巧为诗翁一笑温白沙翠竹暮江村天怜孤秀教松伴一爱清香洗枣昏,Implicit Positive,train
石介,阳城谏议,宋,众口喑喑血噤牙独将忠謇敌奸邪德宗若用延龄相敢有阳城坏白麻,Implicit Negative,train
赵永嘉,宝盖山,宋,青山吐出白龙开我是地仙赵秀才嘉善有鱼餐得去永嘉有虎唤能来,Implicit Positive,train
王十朋,万年赠乡僧贲老,宋,梦魂惊断石桥边身带烟霞入万年宾主相逢意良厚永嘉缝掖永嘉禅,Positive,test
刘克庄,题法帖,宋,二王万古擅书名闻说临池学始成瘗鹤字犹看不见黄庭小楷付来生,Implicit Negative,train
徐渭,雨雪和韵奉酬季长史公,明,雷吞虫蛰两微茫杀气司冬合闭藏六花莫道寒难犯百足由来死不僵,Implicit Negative,train
王之道,和孔纯老归自属邑三首,宋,诗涛难放笔头乾归及初晴素魄圆善誉敢论当世比佳萹应任老夫传,Implicit Positive,train
王祯,篮,元,卖花檐上两相宜斸药山前屡挈归何似采桑盛叶好是中还有绮罗衣,Implicit Positive,train
范成大,送温伯归福唐纳妇且约复游霅川,宋,揽秀堂前一笑倾都忘身世两浮萍扶藜处处从君赏落笔时时得我惊,Implicit Positive,train
屈大均,湘中闻竹枝,明,竹枝本是三巴曲流入湖湘调更悲风俗变来从屈宋千秋哀怨一相思,Implicit Negative,train
方回,为牟德范题石湖遗墨意有未尽复赋五首,宋,汉陵往事馀金碗湘步空名尚铁炉地下中郎今不作典刑真属虎贲无,Neutral,train
宋祁,杨柳词四解,宋,垂杨无态不堪誇犹有馀情解作花三月纷纷飞似雪白门啼杀叛儿鸦,Implicit Negative,train
李商隐,七夕,唐,鸾扇斜分凤幄开星桥横过鹊飞回争将世上无期别换得年年一度来,Implicit Negative,train
杨万里,蜡梅四首,宋,眉间蜜酒发轻黄对著诗人不惜香金作仙衣元自冷月中仍带一身霜,Neutral,train
方回,淳熙戊申丘寿隽新昌石氏本,宋,颇如画手善传神绝喜他乡见似人俯仰之间已陈迹如何千载尚如新,Implicit Positive,train
陆游,题王仲信画水石横幅,宋,王郎书逼杨风子画亦凭陵蜀两孙岂是天公憎绝艺一生憔悴向衡门,Implicit Negative,test
杜牧,重送绝句,唐,绝艺如君天下少闲人似我世间无别后竹窗风雪夜一灯明暗覆吴图,Implicit Negative,train
陆游,村饮二首,宋,雪前雪后梅初动街北街南酒易赊身健不妨随处醉有家未必胜无家,Implicit Positive,train
晁补之,题庐山,宋,南康南麓江州北五百僧房缀蜜脾尽是庐山佳绝处不知何处合题诗,Positive,train
张耒,寄陈州朱教授三首,宋,春雨江干不肯晴大江栎岸转雷霆山头方丈浑无事扫地焚香看佛经,Neutral,train
卢德仪,秋夜课廉儿读诗,淸,良宵闲雅与诗宜清课从头莫告疲矮屋数椽镫一点我家喜有读书儿,Implicit Positive,train
佚名,秋夜闻风水,唐,夜来枕席喧风水忽坐长叹恨无已为客愁多在九秋况复沦流更千里,Negative,train
白玉蟾,梅花,宋,影上酥花峭枝头蜡糁清姮娥约滕六夜半过江城,Implicit Positive,test
白居易,问韦山人山甫,唐,身名身事两蹉跎试就先生问若何从此神仙学得否白须虽有未为多,Neutral,train
晁补之,及第后将谒告先归留赠成甫,宋,还家消息约蔷薇眼看蔷薇日日稀不踏龙头游碧落君恩许伴晚莺归,Implicit Negative,train
李之仪,次韵牡丹四绝,宋,云低雨细静无风似著精神染异红驻辇慈恩赏佳句若论今日定谁工,Implicit Positive,train
刘克庄,梦与尤木石论史感旧七绝句,宋,锡山落在暮云边几载无书寄老仙公艺九龄余望八梦商史稿觉悽然,Implicit Negative,test
刘克庄,饮者,宋,大醉害心风小醉卧咽呕世有大先生一饮石五斗,Neutral,train
刘克庄,喜雨五首,宋,点点沃枯焦声声伴寂寥五更初听雨千载后闻韶,Implicit Positive,test
司马光,用安之韵招君从安之正叔不疑二十六日南园为真率会,宋,真率春来频宴聚不过东里即西家小园容易邀嘉客馔具虽无亦有花,Implicit Positive,test
范成大,缥缈峰,宋,满载清閒一棹孤长风相送入仙都莫愁怀抱无消豁缥缈峰头望太湖,Neutral,train
方回,至节前一日六首,宋,征羌汉将赵充国赐履齐侯周太公虚叟纪年亦云尔五湖四海一诗穷,Positive,train
王仲修,宫词,宋,前殿风传万岁声九重歌管乐升平欲知庆事丛元日瑞气先从帝鼐生,Positive,train
子兰,悲长安,唐,何事天时祸未回生灵愁悴苦寒灰岂知万顷繁华地强半今为瓦砾堆,Negative,train
文天祥,出真州,宋,天地沉沉夜泝舟鬼神未觉走何州明朝遣间应无是莫恐元戎逐客不,Implicit Negative,test
陆游,梦游三首,宋,太华峰头秋气新醉临绝壁岸纶巾世间万事惟堪笑禹迹茫茫九片尘,Neutral,train
杨万里,淮河再雪二首,宋,昨晡日脚荡波红今早天花舞镜中雪了又晴晴又雪海神浑不惜神通,Implicit Positive,test
郑谷,定水寺行香,唐,听经看画绕虚廊风拂金炉待赐香丞相未来春雪密暂偷闲卧老僧床,Implicit Positive,train
白居易,得杨湖州书颇誇抚民接宾纵酒题诗因以绝句戏之,唐,岂独爱民兼爱客不唯能饮又能文白蘋洲上春传语柳使君输杨使君,Implicit Positive,train
李之世,元旦词,明,百褶罗裙稳称身年年打扮庆嘉晨东家人祝双双寿莫管侬家二八春,Implicit Positive,test
宋祁,观舞,宋,蝶躞趁繁会婆娑无定妍心知吾地广长袖得回旋,Implicit Positive,train
杨万里,罗溪望夫岭二首,宋,藁砧不寄大刀头化作峰头石也愁岂有心情管风雨向人弹泪绕天流,Implicit Negative,test
张籍,答元八遗纱帽,唐,黑纱方帽君边得称对山前坐竹床唯恐被人偷剪样不曾闲戴出书堂,Implicit Positive,train
吴兆,宫人斜,明,没骨埋香却怨谁化为黄土出花枝开时或得君王惜犹胜深宫未见时,Negative,test
范成大,春晚偶题,宋,寂寥春事冷于秋雨打风吹断送休点检梨花成一梦蘸红新绿满枝头,Implicit Negative,test
晁补之,泊舟山阳偶题,宋,五岁淮山一梦新扁舟曾系市桥春津亭石磴双垂柳见我依依似故人,Implicit Negative,train
刘克庄,和仲弟十绝,宋,即今江表尚恬熙忘却前回饮马时淝水岂无风鹤助平凉莫受犬羊欺,Implicit Negative,test
王安石,呈陈和叔二首,宋,数椽生草覆莓苔一径墙阴斸雪开王吉囊衣新徙舍杖藜从此为君来,Neutral,train
张耒,夏日七首,宋,野水弯环夏木森清蝉晚噪碧云深扁舟两桨谁家子万里江湖此日心,Neutral,train
刘克庄,景定初元即事十首,宋,诸老云台上人人画一筹奈何令退士长抱杞人忧,Implicit Negative,test
